veli,velj
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0017151653418257325,0.00020364827276440553
-0.011225185298502877,0.0001630160294743611
-0.024368225023561858,-7.329953286163668e-06
-0.03663092350420788,-0.00016555727657951047
-0.04500735587420924,-0.0001162489413841035
-0.0479860590518212,7.492481134821334e-05
-0.045086278359380824,0.00023776678444708776
-0.03675058725453783,0.00023630936665893198
-0.02447208920595039,1.493482396524471e-05
-0.011276676228089935,-0.00017626664053372798
-0.0017109435169996544,-0.00023324482952628427
0.0,0.0
0.0,0.0
-0.004835684804088526,0.011900356944982315
-0.031347851912197515,0.023276301486622752
-0.06858613313268244,0.02520165983126846
-0.1036549851016171,0.0203345574018037
-0.1278289601658285,0.011229395123591219
-0.13642776015041497,7.149092527672001e-05
-0.12793620054006027,-0.011121512027449564
-0.10382000234062516,-0.020310728884803533
-0.06873557506589584,-0.02526441056479469
-0.03143070235959701,-0.023370619373224072
-0.004856463014340001,-0.011948791301923403
0.0,0.0
0.0,0.0
-0.007217923413803268,0.03374724858472922
-0.0476335184207128,0.06654807694041535
-0.10461892911560924,0.07255060159213012
-0.15845596657239164,0.05894265029441603
-0.19566314671452373,0.03264866072384267
-0.20889340258379702,0.00012079915496594915
-0.19574422810882536,-0.032466407856922105
-0.1585834220741145,-0.05890790242976311
-0.10474196122175376,-0.07266680489811098
-0.04771516132844044,-0.06672304523794965
-0.007255314176727929,-0.03383596830517895
0.0,0.0
0.0,0.0
-0.008742079545360156,0.0630798890109087
-0.058309096803929726,0.12488570935611866
-0.12834538709874513,0.13654418665466045
-0.1946552414754194,0.11123697271658944
-0.2405456348888737,0.06169903908193049
-0.2568614714300746,0.00017025963619374292
-0.24056520096623615,-0.061439267686380965
-0.1946918626628056,-0.1111774271995293
-0.12839605596773185,-0.13669467514878636
-0.058372687710380115,-0.12512337957092282
-0.008811698611474206,-0.06320145036246101
0.0,0.0
0.0,0.0
-0.009209664427505308,0.0963523740572187
-0.061476098565431354,0.19129114260699284
-0.1355331588158141,0.20954502883869275
-0.2058143507749504,0.17099954517158142
-0.25452214490297514,0.09492774796870962
-0.2718399062818148,0.0001919552765434198
-0.2544433352408507,-0.09463172187760642
-0.20570347851588336,-0.17092230713800935
-0.13546309993653657,-0.20970069554968784
-0.06150115354529652,-0.19155073854822405
-0.009304546317583593,-0.09648657773642076
0.0,0.0
0.0,0.0
-0.008354339798789226,0.12899177565391962
-0.05523781414110953,0.2567055758752993
-0.12199420702039075,0.2816479745783115
-0.18558164601964,0.23015428688177325
-0.22973867962548322,0.1278526496990677
-0.2454351348275808,0.00017074556747297137
-0.2295286799022651,-0.1275853753974912
-0.18527252164168598,-0.2300722407844023
-0.12175822978878661,-0.281765947352219
-0.05520767109878237,-0.2569191437953814
-0.008486018832264682,-0.1291041066184431
0.0,0.0
0.0,0.0
-0.005963196845037562,0.15541430410913395
-0.03780766638811606,0.3100768366743464
-0.08372913989809187,0.3407376276933153
-0.1278171247950991,0.2787952438756823
-0.158541553562008,0.15496805254629198
-0.16944781665242076,9.990408732872804e-05
-0.15818900944414604,-0.15480447200651565
-0.12729292346260077,-0.2787222827182981
-0.08331533725476355,-0.34076447144329824
-0.03772204229986487,-0.3101574554172617
-0.00612279355657731,-0.15545757485619305
0.0,0.0
0.0,0.0
-0.0018650493939402577,0.16910454953787846
-0.007572244149726048,0.3384361198337013
-0.017015155833055195,0.37252345008770094
-0.02669149480866018,0.3051923439605187
-0.03358243911735064,0.16974731279312613
-0.03597848007932682,4.876130117122916e-06
-0.033119894882531586,-0.1697180559425826
-0.026007307802341725,-0.3051152398187031
-0.016482995325998933,-0.37239886263029287
-0.0074801376902965165,-0.3383022652073458
-0.0020798772715633572,-0.16903571866877748
0.0,0.0
0.0,0.0
0.003953933058673118,0.1628482377948683
0.036879759160543896,0.3270112077376794
0.08162677904766778,0.3604548772467328
0.123279426331729,0.2956354771393586
0.1520584831711595,0.16452779093747186
0.16241065983700465,-5.558953233637076e-05
0.15253544000086566,-0.16456980248476596
0.1239646728786108,-0.2955055841069592
0.08210854722319606,-0.360147750760587
0.03684791940023784,-0.32664981197350945
0.0036190132085047524,-0.16267512286193034
0.0,0.0
0.0,0.0
0.011300739240190882,0.12889380136312398
0.09669219692798776,0.2599822408306067
0.21542001922406942,0.28698308554031693
0.32733439092885475,0.23561798898249556
0.404988545504923,0.13114214971066931
0.43280363483473044,-0.00022988072271308232
0.4053200908474678,-0.13148076199461578
0.327761837342186,-0.23565659165872435
0.2155872008371168,-0.28670374257954506
0.09633743761741932,-0.2595765290639884
0.010687350598604907,-0.1287304101848953
0.0,0.0
0.0,0.0
0.020829972232823284,0.05927895711841534
0.17335870038478293,0.12105891800736202
0.387298537611396,0.13397744139097365
0.5902610303810976,0.10977633752430481
0.7315841350779243,0.060657290965066404
0.782151094750392,-0.0009046743879073899
0.7316952122252788,-0.06224551615637246
0.5903405627237059,-0.11082559656204474
0.3871337338205849,-0.134404787488511
0.17279047890552957,-0.12106094615261513
0.020031477788901797,-0.05923934439671625
0.0,0.0
0.0,0.0
0.03012089338159962,0.0
0.22191107164811147,0.0
0.4934772215012636,0.0
0.7530223345399905,0.0
0.9349771190492453,0.0
1.0,0.0
0.934977119049246,0.0
0.75302233453999,0.0
0.49347722150126216,0.0
0.22191107164811008,0.0
0.030120893381599956,0.0
0.0,0.0
